loc_id,borough_name,zone_name,service_zone,total_pickups,total_dropoffs,total_activity,overall_avg_fare,overall_avg_dist,airport_ratio,cross_borough_ratio,Morning Rush_pickups,Morning Rush_dropoffs,Morning Rush_pickup_share,Morning Rush_net_flow,Midday_pickups,Midday_dropoffs,Midday_pickup_share,Midday_net_flow,Evening Rush_pickups,Evening Rush_dropoffs,Evening Rush_pickup_share,Evening Rush_net_flow,Late Night_pickups,Late Night_dropoffs,Late Night_pickup_share,Late Night_net_flow,Overnight_pickups,Overnight_dropoffs,Overnight_pickup_share,Overnight_net_flow,tidal_reversal,raw_cluster,hierarchical_cluster,cluster_id,cluster_name,cluster_tag,cluster_desc
14,Brooklyn,Bay Ridge,Boro Zone,82.0,245.0,327.0,36.13170731707317,9.014878048780488,0.0,0.3902439024390244,18.0,29.0,0.21951216835217457,0.23404250339521201,52.0,79.0,0.6341462641285044,0.20610685449565996,8.0,65.0,0.09756096371207759,0.7808218108463273,1.0,59.0,0.012195120464009699,0.9666665055555823,3.0,13.0,0.0365853613920291,0.6249996093752441,-0.5467793074511152,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
15,Queens,Bay Terrace/Fort Totten,Boro Zone,10.0,36.0,46.0,34.42,9.889,0.0,0.6,4.0,3.0,0.3999996000004,-0.14285693877580175,3.0,10.0,0.2999997000003,0.5384611242606736,3.0,11.0,0.2999997000003,0.5714281632655976,0.0,11.0,0.0,0.9999990909099173,0.0,1.0,0.0,0.9999900000999989,-0.7142851020413994,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
16,Queens,Bayside,Boro Zone,6.0,51.0,57.0,33.75,9.156666666666666,0.0,0.6666666666666666,4.0,11.0,0.6666655555574075,0.46666635555576297,1.0,8.0,0.16666638888935187,0.7777769135812072,0.0,12.0,0.0,0.9999991666673611,1.0,19.0,0.16666638888935187,0.899999550000225,0.0,1.0,0.0,0.9999900000999989,-0.5333328111115981,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
17,Brooklyn,Bedford,Boro Zone,103.0,342.0,445.0,30.2104854368932,6.86864077669903,0.0,0.5048543689320388,31.0,32.0,0.3009708445659374,0.015873013353489944,49.0,100.0,0.47572810915261077,0.3422818562226942,14.0,70.0,0.13592231690074594,0.6666665873015967,7.0,127.0,0.06796115845037297,0.8955223212296775,2.0,13.0,0.019417473842963703,0.7333328444447704,-0.6507935739481068,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
18,Bronx,Bedford Park,Boro Zone,42.0,52.0,94.0,42.57142857142857,11.969047619047618,0.0,0.9523809523809523,19.0,10.0,0.4523808446712274,-0.310344720570786,12.0,23.0,0.285714217687091,0.31428562448982156,5.0,11.0,0.11904759070295459,0.3749997656251465,2.0,7.0,0.04761903628118183,0.5555549382722909,4.0,1.0,0.09523807256236366,-0.5999988000024,-0.6853444861959325,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
19,Queens,Bellerose,Boro Zone,16.0,60.0,76.0,45.025,13.436875,0.0625,0.6875,6.0,11.0,0.3749997656251465,0.29411747404854466,5.0,20.0,0.31249980468762206,0.599999760000096,3.0,8.0,0.18749988281257324,0.45454504132268975,1.0,18.0,0.06249996093752441,0.8947363711913836,1.0,3.0,0.06249996093752441,0.49999875000312505,-0.1604275672741451,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
20,Bronx,Belmont,Boro Zone,19.0,40.0,59.0,35.44736842105263,9.210526315789474,0.0,0.7894736842105263,1.0,7.0,0.05263155124655198,0.7499990625011719,14.0,19.0,0.7368417174517277,0.15151510560148312,2.0,7.0,0.10526310249310396,0.5555549382722909,0.0,5.0,0.0,0.9999980000040001,2.0,2.0,0.10526310249310396,0.0,0.19444412422888102,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
21,Brooklyn,Bensonhurst East,Boro Zone,36.0,45.0,81.0,38.275000000000006,9.627777777777778,0.0,0.4444444444444444,12.0,8.0,0.3333332407407664,-0.19999990000005,18.0,20.0,0.49999986111114963,0.05263156509695655,5.0,11.0,0.13888885030865267,0.3749997656251465,1.0,6.0,0.027777770061730538,0.7142846938790088,0.0,0.0,0.0,0.0,-0.5749996656251964,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
22,Brooklyn,Bensonhurst West,Boro Zone,38.0,73.0,111.0,32.602631578947374,7.495,0.0,0.39473684210526316,17.0,14.0,0.4473683033241307,-0.09677416233091538,16.0,26.0,0.4210525207756524,0.23809518140590918,1.0,16.0,0.026315782548478276,0.882352422145634,1.0,14.0,0.026315782548478276,0.8666660888892741,3.0,3.0,0.07894734764543482,0.0,-0.9791265844765494,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
23,Staten Island,Bloomfield/Emerson Hill,Boro Zone,0.0,9.0,9.0,,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9999980000040001,0.0,3.0,0.0,0.9999966666777778,0.0,1.0,0.0,0.9999900000999989,0.0,0.0,0.0,0.0,-0.9999966666777778,3,2,4,Outer-Borough & Low-Density Periphery,🌳 Outer Boroughs & Peripheral Transit Connectors,"Lower trip density, balanced off-peak demand, high cross-borough connection requirement to central urban cores."
24,Manhattan,Bloomingdale,Yellow Zone,647.0,903.0,1550.0,15.408608964451314,2.546244204018547,0.02009273570324575,0.0401854714064915,134.0,76.0,0.207109734047763,-0.2761904630385494,242.0,269.0,0.37403399731013914,0.05283757235151522,170.0,270.0,0.26275115513522174,0.22727272210743815,89.0,260.0,0.13755795768843962,0.4899713326655779,12.0,28.0,0.01854714036248624,0.39999990000002494,-0.5034631851459875,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
25,Brooklyn,Boerum Hill,Boro Zone,132.0,575.0,707.0,26.41878787878788,5.374090909090909,0.015151515151515152,0.3333333333333333,24.0,51.0,0.1818181680440782,0.3599999520000064,57.0,166.0,0.4318181491046857,0.4887892157493625,29.0,143.0,0.21969695305326112,0.662790659140078,17.0,197.0,0.12878786903122205,0.8411214560223619,5.0,18.0,0.03787878500918295,0.5652171455577628,-0.30279070714007156,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
26,Brooklyn,Borough Park,Boro Zone,54.0,99.0,153.0,28.138333333333335,5.4164814814814815,0.0,0.18518518518518517,18.0,24.0,0.3333332716049497,0.1428571088435455,26.0,43.0,0.48148139231826065,0.24637677588742377,9.0,17.0,0.16666663580247484,0.30769218934915793,0.0,10.0,0.0,0.9999990000010001,1.0,5.0,0.01851851508916387,0.6666655555574075,-0.16483508050561244,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
27,Queens,Breezy Point/Fort Tilden/Riis Beach,Boro Zone,3.0,3.0,6.0,28.53333333333333,6.066666666666666,0.0,1.0,0.0,1.0,0.0,0.9999900000999989,2.0,1.0,0.6666644444518518,-0.3333322222259259,0.0,1.0,0.0,0.9999900000999989,1.0,0.0,0.3333322222259259,-0.9999900000999989,0.0,0.0,0.0,0.0,0.0,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
28,Queens,Briarwood/Jamaica Hills,Boro Zone,31.0,146.0,177.0,56.89354838709678,9.040967741935484,0.12903225806451613,0.6774193548387096,8.0,19.0,0.258064432882441,0.40740725651583093,10.0,38.0,0.3225805411030513,0.5833332118055808,7.0,23.0,0.22580637877213589,0.5333331555556148,5.0,57.0,0.16129027055152564,0.8387095421436221,1.0,9.0,0.03225805411030513,0.7999992000008,-0.12592589903978385,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
29,Brooklyn,Brighton Beach,Boro Zone,34.0,67.0,101.0,39.029411764705884,9.38529411764706,0.0,0.5294117647058824,14.0,12.0,0.41176458477512207,-0.07692304733728948,14.0,34.0,0.41176458477512207,0.41666657986112915,4.0,5.0,0.11764702422146345,0.11111098765445816,0.0,15.0,0.0,0.9999993333337778,2.0,1.0,0.058823512110731724,-0.3333322222259259,-0.18803403499174765,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
30,Queens,Broad Channel,Boro Zone,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999900000999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999900000999989,3,2,4,Outer-Borough & Low-Density Periphery,🌳 Outer Boroughs & Peripheral Transit Connectors,"Lower trip density, balanced off-peak demand, high cross-borough connection requirement to central urban cores."
31,Bronx,Bronx Park,Boro Zone,3.0,20.0,23.0,42.5,11.6,0.0,0.6666666666666666,0.0,3.0,0.0,0.9999966666777778,1.0,12.0,0.3333322222259259,0.8461531952667729,1.0,2.0,0.3333322222259259,0.3333322222259259,1.0,3.0,0.3333322222259259,0.49999875000312505,0.0,0.0,0.0,0.0,0.6666644444518519,2,0,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
32,Bronx,Bronxdale,Boro Zone,25.0,44.0,69.0,41.756,11.353599999999998,0.0,0.96,8.0,7.0,0.3199998720000512,-0.06666662222225185,10.0,17.0,0.399999840000064,0.25925916323734693,4.0,11.0,0.1599999360000256,0.46666635555576297,2.0,8.0,0.0799999680000128,0.5999994000006,1.0,1.0,0.0399999840000064,0.0,-0.5333329777780148,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
33,Brooklyn,Brooklyn Heights,Boro Zone,129.0,850.0,979.0,24.07829457364341,4.571085271317829,0.015503875968992248,0.4573643410852713,14.0,62.0,0.10852712336999043,0.6315788642659389,62.0,212.0,0.4806201177813862,0.5474452354946995,38.0,209.0,0.2945736205756883,0.6923076642790419,13.0,348.0,0.10077518598641969,0.9279778136294236,2.0,19.0,0.01550387476714149,0.8095234240364647,-0.06072880001310299,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
34,Brooklyn,Brooklyn Navy Yard,Boro Zone,12.0,29.0,41.0,42.050000000000004,5.31,0.0,0.5833333333333334,1.0,4.0,0.08333326388894677,0.5999988000024,2.0,11.0,0.16666652777789354,0.6923071597637233,1.0,6.0,0.08333326388894677,0.7142846938790088,0.0,7.0,0.0,0.9999985714306123,8.0,1.0,0.6666661111115741,-0.7777769135812072,-0.11428589387660881,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
35,Brooklyn,Brownsville,Boro Zone,127.0,161.0,288.0,30.227086614173228,6.4180314960629925,0.0,0.4645669291338583,55.0,29.0,0.43307083204166674,-0.3095237726757413,53.0,78.0,0.41732280178560616,0.19083968008857402,13.0,29.0,0.10236219666439396,0.38095229024945465,2.0,18.0,0.01574803025606061,0.7999996000002,4.0,7.0,0.03149606051212122,0.2727270247936138,-0.690476062925196,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
36,Brooklyn,Bushwick North,Boro Zone,36.0,190.0,226.0,31.278333333333332,6.153611111111111,0.027777777777777776,0.6111111111111112,7.0,15.0,0.19444439043211376,0.3636361983471826,16.0,52.0,0.4444443209876886,0.5294116868512225,4.0,40.0,0.11111108024692215,0.8181816322314471,6.0,73.0,0.1666666203703832,0.8481011584682078,3.0,10.0,0.0833333101851916,0.5384611242606736,-0.45454543388426455,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
37,Brooklyn,Bushwick South,Boro Zone,110.0,343.0,453.0,26.76636363636364,6.029090909090909,0.0,0.5,35.0,45.0,0.31818178925620094,0.12499998437500195,44.0,85.0,0.3999999636363669,0.3178294327264006,14.0,62.0,0.1272727157024804,0.6315788642659389,9.0,117.0,0.08181817438016596,0.8571427891156517,8.0,34.0,0.07272726611570308,0.6190474716553639,-0.506578879890937,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
38,Queens,Cambria Heights,Boro Zone,17.0,75.0,92.0,46.92529411764706,14.15764705882353,0.0,0.7647058823529411,3.0,14.0,0.1764704844291268,0.6470584429067983,3.0,32.0,0.1764704844291268,0.8285711918368023,6.0,9.0,0.3529409688582536,0.19999986666675557,1.0,16.0,0.058823494809708936,0.882352422145634,4.0,4.0,0.23529397923883574,0.0,0.4470585762400427,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
39,Brooklyn,Canarsie,Boro Zone,182.0,216.0,398.0,34.535714285714285,7.691978021978023,0.0,0.4065934065934066,74.0,21.0,0.40659338425311076,-0.5578946781163496,79.0,94.0,0.43406591021615876,0.0867051973002776,16.0,44.0,0.08791208308175368,0.46666658888890183,1.0,50.0,0.005494505192609605,0.960784125336446,12.0,7.0,0.06593406231131525,-0.2631577562327599,-1.0245612670052515,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
40,Brooklyn,Carroll Gardens,Boro Zone,24.0,245.0,269.0,19.658333333333335,4.146249999999999,0.0,0.5,13.0,5.0,0.5416664409723163,-0.4444441975310014,7.0,46.0,0.2916665451389395,0.7358489177643551,2.0,62.0,0.08333329861112558,0.9374998535156478,2.0,128.0,0.08333329861112558,0.9692306946745619,0.0,4.0,0.0,0.9999975000062501,-1.3819440510466492,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
41,Manhattan,Central Harlem,Boro Zone,725.0,1643.0,2368.0,17.873241379310347,3.2652,0.012413793103448275,0.14206896551724138,164.0,166.0,0.22620689343162906,0.006060605876951337,265.0,507.0,0.3655172363376933,0.31347149853016193,177.0,440.0,0.24413792766706308,0.4262560708872598,97.0,487.0,0.13379310160285376,0.6678082077430102,22.0,43.0,0.030344827167657556,0.3230768733727887,-0.42019546501030847,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
42,Manhattan,Central Harlem North,Boro Zone,387.0,1113.0,1500.0,25.65470284237726,5.534599483204134,0.00516795865633075,0.3798449612403101,115.0,161.0,0.29715761506052674,0.16666666062801955,147.0,323.0,0.3798449514251951,0.3744680771389771,76.0,246.0,0.19638242386608726,0.5279502941630344,35.0,328.0,0.09043927414885597,0.8071625121993798,14.0,55.0,0.036175709659542386,0.594202812434375,-0.36128363353501486,2,1,0,Core Commercial & Morning Inflow Hub,🏢 Midtown / Lower Manhattan Office & Transit Hubs,High morning dropoff volume and strong positive AM net flow. Sinks workers in morning and disperses passengers in evening rush.
43,Manhattan,Central Park,Yellow Zone,4345.0,3068.0,7413.0,15.341127733026466,2.15413578826237,0.014269275028768699,0.032681242807825084,437.0,393.0,0.1005753737616217,-0.05301204755407172,2053.0,1482.0,0.4724971220425843,-0.16152758087262353,1239.0,762.0,0.2851553503218519,-0.238380808403894,602.0,403.0,0.13855005721852692,-0.19800994827850799,14.0,28.0,0.0032220943539192307,0.33333325396827285,0.1853687608498223,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
44,Staten Island,Charleston/Tottenville,Boro Zone,0.0,2.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9999950000249999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999950000249999,3,2,4,Outer-Borough & Low-Density Periphery,🌳 Outer Boroughs & Peripheral Transit Connectors,"Lower trip density, balanced off-peak demand, high cross-borough connection requirement to central urban cores."
45,Manhattan,Chinatown,Yellow Zone,447.0,750.0,1197.0,20.318232662192393,3.483489932885906,0.008948545861297539,0.174496644295302,31.0,112.0,0.0693512288735743,0.5664335268228303,168.0,239.0,0.37583891776646716,0.1744471701610032,106.0,189.0,0.23713646001931857,0.2813559226659009,129.0,175.0,0.2885905975706802,0.15131578449619132,13.0,35.0,0.029082773398595677,0.45833323784724206,0.2850776041569294,0,0,1,Evening Dining & Nightlife Corridor,"🍸 Nightlife, Entertainment & Cultural Districts",High evening and late-night trip concentration. Massive outflow during late hours with high intra-borough social mobility.
46,Bronx,City Island,Boro Zone,6.0,6.0,12.0,45.333333333333336,12.666666666666666,0.0,0.8333333333333334,2.0,0.0,0.33333277777870374,-0.9999950000249999,3.0,4.0,0.4999991666680556,0.14285693877580175,1.0,0.0,0.16666638888935187,-0.9999900000999989,0.0,2.0,0.0,0.9999950000249999,0.0,0.0,0.0,0.0,-4.999925000914729e-06,1,1,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
47,Bronx,Claremont/Bathgate,Boro Zone,40.0,45.0,85.0,38.8,10.49,0.0,0.95,21.0,3.0,0.5249998687500328,-0.7499996875001302,10.0,18.0,0.24999993750001562,0.2857141836735058,5.0,13.0,0.12499996875000781,0.4444441975310014,3.0,9.0,0.07499998125000468,0.49999958333368055,1.0,2.0,0.02499999375000156,0.3333322222259259,-1.1944438850311316,1,4,3,Residential Morning Outflow / Commuter Origins,🏡 Residential Neighborhoods & Commuter Communities,Strong negative net flow during morning rush (passengers leave for work) and positive inflow in evening return hours.
